event_id,user_id,track_id,artist_id,timestamp_utc,genre,session_context,play_source,track_duration_sec,completion_rate,saved,skipped,playlist_add,repeated_within_7d,explicit_intent,low_intent_context
5533,8304,1717,1694,2025-03-17 18:29:30+00:00,electronic,sleep,library,185,0.7811,0,1,0,0,1,1
5534,13323,7748,877,2025-01-03 16:16:11+00:00,alt-pop,intentional,library,293,0.2689,0,0,1,0,1,0
5535,14904,3509,663,2025-06-25 23:31:58+00:00,jazz,shared_account,library,283,0.5185,0,0,0,1,1,1
5536,11775,6385,1353,2025-03-19 17:27:33+00:00,hip-hop,party,autoplay,226,0.7106,0,0,0,0,0,0
5537,7963,6593,1829,2025-04-06 14:27:00+00:00,dance,intentional,autoplay,307,0.8022,0,0,1,0,1,0
5538,5315,3648,707,2025-06-21 10:57:18+00:00,electronic,sleep,library,193,0.8816,0,0,0,0,1,1
5539,13216,7307,186,2025-03-28 07:22:53+00:00,ambient,focus,radio,222,0.8449,0,0,0,0,0,1
5540,18006,3019,163,2025-06-16 13:26:08+00:00,electronic,intentional,autoplay,245,0.5202,0,0,1,0,1,0
5541,9237,4748,344,2025-03-29 15:07:15+00:00,indie,autoplay,recommendation,160,0.396,0,0,0,0,0,1
5542,10052,1696,1038,2025-03-16 17:49:19+00:00,ambient,sleep,library,137,0.5848,0,0,0,0,1,1
5543,18243,2747,333,2025-06-01 23:12:47+00:00,ambient,sleep,playlist,329,0.7901,0,0,0,0,0,1
5544,5943,217,1865,2025-01-11 20:57:27+00:00,jazz,sleep,playlist,130,0.9889,0,0,0,0,0,1
5545,16153,3476,1531,2025-04-04 12:36:15+00:00,classical,sleep,radio,129,0.8724,0,0,0,0,0,1
5546,5105,6905,415,2025-02-07 13:36:05+00:00,hip-hop,intentional,library,141,0.5211,0,0,0,1,1,0
5547,5159,1610,674,2025-06-08 12:04:57+00:00,indie,autoplay,library,235,0.9836,0,0,0,0,1,1
5548,5621,2237,699,2025-03-12 14:46:08+00:00,indie,sleep,autoplay,176,0.7287,0,0,0,0,0,1
5549,1053,1524,1898,2025-06-09 10:53:58+00:00,hip-hop,workout,radio,166,0.5251,0,1,0,0,0,0
5550,9222,7877,160,2025-04-08 01:16:09+00:00,electronic,focus,library,300,0.5901,1,0,0,1,1,1
5551,7075,702,1060,2025-01-21 16:47:33+00:00,jazz,intentional,playlist,316,0.8242,1,0,1,0,1,0
5552,4618,4947,721,2025-05-26 16:11:25+00:00,alt-pop,intentional,library,303,0.7383,0,0,1,0,1,0
5553,15132,1116,1947,2025-03-29 10:29:40+00:00,jazz,focus,playlist,188,0.7169,0,1,0,0,0,1
5554,10349,3532,1528,2025-05-13 07:45:42+00:00,jazz,intentional,playlist,137,0.5934,0,1,0,0,1,0
5555,3916,2026,73,2025-06-11 14:59:59+00:00,hip-hop,workout,search,321,0.8717,0,0,0,0,1,0
5556,3841,3866,1229,2025-01-29 05:16:13+00:00,electronic,shared_account,search,234,0.7797,0,0,0,1,1,1
5557,16191,4248,501,2025-01-17 05:43:36+00:00,dance,intentional,recommendation,324,0.8603,1,0,0,0,1,0
5558,5420,270,1300,2025-06-02 22:51:30+00:00,jazz,intentional,recommendation,155,0.6159,0,0,0,0,1,0
5559,7897,2235,1424,2025-02-27 09:04:29+00:00,dance,workout,search,318,0.6069,1,0,0,1,1,0
5560,2394,5287,1060,2025-06-08 20:45:48+00:00,alt-pop,intentional,autoplay,185,0.8331,0,0,0,0,1,0
5561,16085,6654,1829,2025-03-12 04:56:05+00:00,classical,autoplay,search,286,0.6213,0,0,1,0,1,1
5562,7148,749,505,2025-02-19 09:29:55+00:00,alt-pop,focus,autoplay,143,0.9091,0,1,0,0,0,1
5563,14098,1494,1016,2025-04-06 22:03:43+00:00,alt-pop,intentional,recommendation,275,0.8222,0,0,0,0,1,0
5564,8120,7817,1513,2025-06-15 06:27:50+00:00,alt-pop,intentional,radio,219,0.7506,0,1,0,0,1,0
5565,16033,7613,933,2025-05-15 17:14:36+00:00,jazz,autoplay,radio,320,0.8911,0,0,0,0,0,1
5566,8075,6159,1011,2025-05-24 20:16:10+00:00,classical,intentional,playlist,151,0.6709,0,0,0,0,1,0
5567,17913,2428,746,2025-06-07 20:30:16+00:00,dance,workout,library,166,0.4824,0,0,0,0,1,0
5568,14498,1840,1357,2025-01-21 19:13:55+00:00,classical,intentional,playlist,253,0.4198,0,0,0,0,1,0
5569,9618,5442,1087,2025-06-04 02:34:21+00:00,hip-hop,intentional,library,290,0.7014,0,0,0,0,1,0
5570,9668,7226,1174,2025-04-11 21:54:30+00:00,ambient,shared_account,autoplay,306,0.7623,0,1,0,1,0,1
5571,12407,7088,595,2025-02-07 05:04:22+00:00,classical,intentional,playlist,143,0.8616,0,0,0,0,1,0
5572,13861,4892,1159,2025-05-25 21:20:30+00:00,dance,intentional,library,121,0.9564,1,0,1,0,1,0
5573,14132,968,438,2025-06-24 21:47:10+00:00,electronic,focus,radio,195,0.4874,0,0,0,0,0,1
5574,663,1827,1527,2025-01-29 15:11:29+00:00,classical,shared_account,autoplay,140,0.7045,0,1,0,0,0,1
5575,5299,660,50,2025-06-17 17:25:42+00:00,hip-hop,intentional,radio,204,0.7862,0,0,0,0,1,0
5576,8732,5397,1934,2025-03-16 14:18:05+00:00,hip-hop,intentional,radio,220,0.9157,1,0,0,0,1,0
5577,10740,3697,237,2025-01-19 11:12:25+00:00,jazz,autoplay,recommendation,329,0.9679,0,0,0,0,0,1
5578,1796,1686,564,2025-05-31 16:16:39+00:00,electronic,workout,search,127,0.8006,0,0,0,0,1,0
5579,3994,385,1110,2025-04-02 09:25:52+00:00,dance,shared_account,radio,187,0.7301,0,0,0,0,0,1
5580,9243,4299,832,2025-01-16 14:47:50+00:00,dance,party,playlist,191,0.5778,0,0,0,0,0,0
5581,8941,3607,111,2025-03-24 17:23:11+00:00,alt-pop,workout,library,236,0.6932,0,0,0,1,1,0
5582,12304,4378,628,2025-06-21 13:20:22+00:00,hip-hop,focus,recommendation,187,0.802,0,0,0,0,0,1
5583,1393,6166,743,2025-01-03 20:58:46+00:00,alt-pop,intentional,playlist,253,0.6871,0,0,0,0,1,0
5584,15935,1768,968,2025-06-25 18:40:23+00:00,electronic,workout,playlist,298,0.3761,0,1,0,0,0,0
5585,6024,6666,62,2025-06-06 04:05:08+00:00,electronic,workout,library,262,0.3111,0,0,0,0,1,0
5586,11005,6316,885,2025-03-07 11:48:28+00:00,classical,autoplay,recommendation,258,0.7784,0,1,0,0,0,1
5587,18947,3803,375,2025-05-20 23:57:05+00:00,indie,sleep,recommendation,145,0.9464,0,1,0,0,0,1
5588,7591,6230,351,2025-03-07 16:23:22+00:00,electronic,intentional,search,306,0.4481,0,0,0,1,1,0
5589,6271,4183,149,2025-04-04 09:56:43+00:00,jazz,focus,radio,237,0.9785,0,0,0,0,0,1
5590,5290,4440,808,2025-06-17 17:33:09+00:00,jazz,sleep,library,154,0.9145,1,0,0,0,1,1
5591,13049,325,90,2025-02-15 06:02:40+00:00,alt-pop,focus,autoplay,253,0.949,0,1,0,0,0,1
5592,19149,2754,802,2025-05-27 19:16:24+00:00,electronic,shared_account,playlist,222,0.9536,0,1,0,0,0,1
5593,11196,3044,1954,2025-02-26 16:11:40+00:00,jazz,sleep,search,309,0.9001,0,0,0,0,1,1
5594,3966,3180,321,2025-03-07 12:08:23+00:00,alt-pop,intentional,radio,256,0.9636,0,0,0,0,1,0
5595,18923,342,1924,2025-03-30 09:01:36+00:00,hip-hop,sleep,recommendation,321,0.851,0,0,0,0,0,1
5596,849,1476,1302,2025-02-11 06:35:03+00:00,indie,workout,playlist,324,0.9818,0,0,0,0,0,0
5597,8207,5799,107,2025-01-17 12:23:04+00:00,classical,autoplay,search,169,0.9273,0,0,0,0,1,1
5598,2518,4052,1423,2025-01-31 05:09:28+00:00,classical,focus,recommendation,181,0.8317,0,0,0,0,0,1
5599,665,5053,1502,2025-06-03 00:24:28+00:00,hip-hop,sleep,library,164,0.4958,0,0,0,0,1,1
5600,19951,4163,861,2025-03-18 21:04:51+00:00,indie,focus,playlist,168,0.7658,0,0,0,0,0,1
5601,1701,6964,1014,2025-05-15 01:52:48+00:00,jazz,sleep,radio,263,0.9234,0,0,0,0,0,1
5602,18123,678,363,2025-01-07 18:41:19+00:00,indie,intentional,library,319,0.759,1,0,0,0,1,0
5603,10900,3035,648,2025-04-20 17:07:44+00:00,indie,autoplay,library,222,0.786,0,0,1,0,1,1
5604,6406,3772,1865,2025-03-29 09:05:11+00:00,indie,autoplay,search,289,0.4844,1,0,0,0,1,1
5605,17258,7898,357,2025-02-01 16:17:50+00:00,electronic,sleep,search,276,0.7048,1,0,0,0,1,1
5606,77,29,1444,2025-02-05 15:54:40+00:00,classical,sleep,playlist,174,0.7376,0,1,0,0,0,1
5607,13807,5414,1123,2025-01-10 15:13:35+00:00,classical,intentional,recommendation,298,0.9568,0,0,0,0,1,0
5608,15345,2182,99,2025-03-12 13:30:32+00:00,dance,sleep,search,220,0.9511,0,0,0,0,1,1
5609,7280,3118,1266,2025-02-27 01:58:29+00:00,indie,focus,autoplay,122,0.9644,0,0,0,0,0,1
5610,6011,3851,1642,2025-02-11 14:58:37+00:00,jazz,workout,playlist,270,0.6017,0,0,0,0,0,0
5611,183,5192,1798,2025-05-22 00:11:51+00:00,electronic,intentional,search,304,0.8162,0,0,0,0,1,0
5612,443,5969,1517,2025-01-26 15:55:49+00:00,dance,workout,radio,171,0.5636,0,0,0,0,0,0
5613,880,7054,1250,2025-01-05 04:05:27+00:00,dance,intentional,library,175,0.5652,0,0,0,1,1,0
5614,9133,2796,600,2025-02-11 10:19:25+00:00,hip-hop,workout,radio,273,0.8433,0,0,0,0,0,0
5615,10616,3762,1210,2025-04-21 00:05:56+00:00,classical,sleep,playlist,323,0.8678,0,1,0,0,0,1
5616,8484,5247,584,2025-05-10 21:01:15+00:00,hip-hop,intentional,autoplay,174,0.6851,0,0,1,0,1,0
5617,14051,92,1346,2025-05-04 18:29:24+00:00,ambient,focus,recommendation,210,0.9886,0,1,0,0,0,1
5618,7236,3758,1315,2025-01-01 03:46:44+00:00,dance,shared_account,library,262,0.803,0,0,0,0,1,1
5619,15808,637,1182,2025-04-13 18:15:25+00:00,classical,sleep,recommendation,299,0.7753,0,0,0,0,0,1
5620,13068,3274,1019,2025-02-25 08:02:07+00:00,indie,intentional,library,127,0.6948,0,0,0,0,1,0
5621,18741,6229,1691,2025-05-26 21:05:34+00:00,electronic,focus,search,161,0.7702,0,0,0,0,1,1
5622,14521,6901,1729,2025-03-04 14:42:58+00:00,classical,intentional,library,307,0.4153,0,0,0,0,1,0
5623,2560,3627,1659,2025-06-07 05:23:09+00:00,indie,workout,autoplay,230,0.6472,0,1,0,0,0,0
5624,11184,2891,1785,2025-04-27 08:14:48+00:00,jazz,sleep,autoplay,279,0.8929,0,1,0,0,0,1
5625,13147,7517,1115,2025-04-21 05:58:25+00:00,ambient,intentional,recommendation,133,0.6091,0,0,0,0,1,0
5626,280,3587,1802,2025-02-13 03:41:25+00:00,hip-hop,sleep,autoplay,139,0.5612,0,0,0,0,0,1
5627,881,4718,1903,2025-03-08 01:02:50+00:00,alt-pop,party,playlist,274,0.5724,0,0,0,0,0,0
5628,449,4730,1067,2025-04-15 22:21:33+00:00,classical,party,recommendation,198,0.6363,0,0,0,0,0,0
5629,3429,6628,616,2025-03-29 02:00:54+00:00,indie,intentional,recommendation,317,0.7992,0,0,1,0,1,0
5630,17635,7956,1613,2025-06-22 06:04:38+00:00,ambient,intentional,autoplay,210,0.5368,0,0,0,1,1,0
5631,4804,6837,1235,2025-06-19 23:49:32+00:00,hip-hop,focus,radio,297,0.9283,0,0,0,0,0,1
5632,3729,4669,1195,2025-01-13 02:09:07+00:00,hip-hop,intentional,autoplay,234,0.8135,0,0,0,0,1,0
5633,8923,3677,1562,2025-06-29 19:28:56+00:00,electronic,focus,library,262,0.6385,0,1,0,0,1,1
5634,7962,4191,935,2025-01-14 20:24:04+00:00,dance,intentional,recommendation,257,0.5383,1,1,0,0,1,0
5635,19867,373,1405,2025-05-01 04:37:23+00:00,alt-pop,intentional,recommendation,144,0.9292,0,0,0,0,1,0
5636,2071,2307,1858,2025-04-02 14:59:44+00:00,electronic,workout,autoplay,286,0.8719,0,0,0,0,0,0
5637,16817,798,1712,2025-01-31 09:13:12+00:00,ambient,intentional,library,326,0.8934,1,0,0,1,1,0
5638,4587,6310,1103,2025-06-18 11:35:44+00:00,dance,workout,library,201,0.8695,0,0,0,0,1,0
5639,6200,4379,1221,2025-05-24 16:20:48+00:00,ambient,intentional,recommendation,192,0.7692,0,0,0,0,1,0
5640,9708,5946,269,2025-04-27 02:34:15+00:00,ambient,sleep,recommendation,245,0.7715,0,1,0,0,0,1
5641,19509,664,684,2025-02-06 10:24:46+00:00,hip-hop,focus,autoplay,252,0.9227,0,0,0,0,0,1
5642,4711,122,957,2025-01-27 12:32:17+00:00,electronic,shared_account,recommendation,200,0.8318,0,0,0,0,0,1
5643,6879,6365,1580,2025-02-03 19:56:17+00:00,electronic,party,playlist,177,0.9029,0,1,0,0,0,0
5644,13182,6522,57,2025-02-09 12:17:55+00:00,ambient,focus,recommendation,323,0.9556,0,0,0,0,0,1
5645,13402,400,1436,2025-06-13 19:14:49+00:00,hip-hop,sleep,library,293,0.7439,1,0,0,0,1,1
5646,7347,7073,1178,2025-03-12 15:09:24+00:00,classical,intentional,library,240,0.6257,0,1,0,0,1,0
5647,2626,3932,617,2025-01-15 23:38:40+00:00,indie,sleep,playlist,199,0.656,0,1,0,0,0,1
5648,15770,4156,796,2025-01-31 01:20:05+00:00,dance,intentional,playlist,193,0.8121,0,1,0,0,1,0
5649,18010,6042,1842,2025-03-23 12:49:56+00:00,electronic,focus,playlist,202,0.8385,0,1,0,0,0,1
5650,12040,7136,490,2025-02-05 13:39:02+00:00,jazz,intentional,autoplay,244,0.3449,0,0,0,0,1,0
5651,17457,7532,1297,2025-05-22 23:54:45+00:00,classical,autoplay,search,120,0.7352,0,0,0,0,1,1
5652,5080,6245,518,2025-01-28 01:55:58+00:00,alt-pop,focus,autoplay,257,0.7772,0,0,0,0,0,1
5653,17281,5929,8,2025-04-22 10:37:46+00:00,classical,sleep,search,240,0.8626,0,0,0,1,1,1
5654,16168,6439,1276,2025-03-02 13:59:14+00:00,dance,focus,recommendation,150,0.8904,0,0,0,0,0,1
5655,18048,6313,101,2025-06-14 09:48:29+00:00,classical,intentional,library,172,0.7168,0,0,0,1,1,0
5656,18642,33,405,2025-03-18 20:54:24+00:00,electronic,intentional,autoplay,178,0.392,0,1,0,0,1,0
5657,6908,4732,1847,2025-03-23 20:29:18+00:00,indie,autoplay,radio,313,0.9961,0,0,0,0,0,1
5658,2401,5344,21,2025-05-25 00:45:06+00:00,jazz,shared_account,playlist,316,0.9889,0,0,0,0,0,1
5659,14981,4532,1985,2025-01-01 06:33:03+00:00,electronic,intentional,library,284,0.4745,0,0,0,0,1,0
5660,13394,483,182,2025-05-08 05:47:28+00:00,indie,party,search,263,0.6173,0,0,0,0,1,0
5661,12954,6729,150,2025-01-02 02:10:33+00:00,hip-hop,focus,playlist,319,0.8313,0,0,0,0,0,1
5662,12616,3531,890,2025-01-18 05:37:20+00:00,jazz,intentional,library,274,0.6499,0,0,1,0,1,0
5663,817,4997,798,2025-06-20 01:11:56+00:00,dance,sleep,library,201,0.5056,0,0,0,0,1,1
5664,13395,2015,1550,2025-05-16 14:19:27+00:00,classical,intentional,autoplay,195,0.5062,0,0,0,0,1,0
5665,9684,5310,295,2025-05-29 04:24:21+00:00,indie,intentional,library,258,0.7432,0,0,0,1,1,0
5666,624,178,684,2025-05-08 16:41:46+00:00,indie,workout,library,205,0.7265,1,0,0,0,1,0
5667,17111,6168,1216,2025-03-02 01:20:52+00:00,classical,intentional,playlist,214,0.8458,0,0,0,0,1,0
5668,563,5518,789,2025-03-30 08:05:28+00:00,alt-pop,autoplay,playlist,324,0.8711,0,1,0,0,0,1
5669,4671,6659,653,2025-01-04 21:45:36+00:00,indie,workout,playlist,310,0.9434,0,0,0,0,0,0
5670,5897,3797,1211,2025-04-17 03:41:36+00:00,electronic,shared_account,autoplay,247,0.8499,0,1,0,0,0,1
5671,15658,50,884,2025-03-19 12:41:26+00:00,dance,sleep,radio,188,0.8373,0,0,0,0,0,1
5672,1605,1099,269,2025-01-09 11:47:07+00:00,jazz,shared_account,playlist,212,0.5591,0,1,0,0,0,1
5673,7688,5933,144,2025-01-18 01:29:10+00:00,electronic,focus,playlist,188,0.8363,0,1,0,0,0,1
5674,7322,4655,1093,2025-02-19 13:22:53+00:00,classical,sleep,library,207,0.8091,0,0,0,0,1,1
5675,8296,1026,118,2025-02-13 07:26:00+00:00,indie,sleep,autoplay,196,0.7362,0,1,0,0,0,1
5676,17449,3,936,2025-06-05 09:28:41+00:00,jazz,autoplay,playlist,213,0.834,0,0,0,0,0,1
5677,6507,873,451,2025-04-28 08:46:08+00:00,indie,intentional,recommendation,224,0.9164,0,1,0,0,1,0
5678,7089,1016,1021,2025-02-25 15:40:48+00:00,classical,sleep,radio,254,0.8402,0,0,0,0,0,1
5679,8177,2898,9,2025-06-01 02:50:14+00:00,classical,party,autoplay,306,0.4855,0,0,0,0,0,0
5680,7857,3066,1158,2025-03-30 10:05:17+00:00,jazz,focus,playlist,231,0.5038,0,1,0,0,0,1
5681,19083,4955,1547,2025-03-25 00:50:26+00:00,classical,shared_account,recommendation,163,0.9327,1,0,0,0,0,1
5682,5351,1679,1729,2025-03-07 09:07:14+00:00,electronic,focus,playlist,158,0.8992,0,1,0,0,0,1
5683,2270,5816,1787,2025-03-11 21:33:39+00:00,classical,intentional,playlist,256,0.6087,1,0,0,1,1,0
5684,8433,3496,403,2025-01-07 22:05:29+00:00,electronic,sleep,recommendation,329,0.4241,0,0,0,0,0,1
5685,1672,7815,308,2025-06-06 00:48:48+00:00,classical,focus,radio,184,0.5892,0,0,0,0,0,1
5686,15951,4235,432,2025-02-21 23:34:49+00:00,dance,intentional,playlist,138,0.4511,1,0,0,0,1,0
5687,17844,6105,1718,2025-01-11 00:56:37+00:00,indie,intentional,library,137,0.9145,0,0,0,1,1,0
5688,16618,2971,1964,2025-02-09 15:33:55+00:00,dance,intentional,library,177,0.6657,0,0,0,0,1,0
5689,16098,2529,859,2025-02-03 20:23:38+00:00,ambient,party,autoplay,320,0.6141,0,0,0,0,0,0
5690,8422,317,428,2025-04-05 08:55:50+00:00,indie,autoplay,library,283,0.6748,1,0,0,0,1,1
5691,13968,6171,1807,2025-06-29 12:29:02+00:00,jazz,sleep,search,285,0.9483,0,1,0,0,1,1
5692,7938,5870,1024,2025-06-27 00:39:29+00:00,classical,intentional,search,189,0.5404,0,0,0,0,1,0
5693,17091,5448,1726,2025-05-06 02:07:41+00:00,electronic,sleep,recommendation,319,0.7794,0,0,0,0,0,1
5694,3902,1453,1065,2025-04-25 21:04:57+00:00,hip-hop,shared_account,radio,205,0.7829,0,0,0,0,0,1
5695,2814,6853,551,2025-02-27 21:51:48+00:00,alt-pop,party,playlist,204,0.5259,0,0,0,1,0,0
5696,19513,2469,1538,2025-04-28 01:21:19+00:00,jazz,intentional,recommendation,316,0.6513,0,0,0,0,1,0
5697,7211,4555,640,2025-04-26 15:44:23+00:00,ambient,intentional,playlist,278,0.5083,0,0,0,0,1,0
5698,6220,598,376,2025-04-18 06:03:28+00:00,hip-hop,autoplay,autoplay,180,0.9975,0,1,0,0,0,1
5699,13369,2205,547,2025-05-30 03:22:23+00:00,indie,shared_account,autoplay,256,0.8688,0,0,0,0,0,1
5700,6853,4090,683,2025-05-29 13:53:39+00:00,hip-hop,intentional,playlist,193,0.7634,0,0,0,0,1,0
5701,14948,103,1665,2025-05-14 14:53:31+00:00,indie,shared_account,autoplay,249,0.7081,0,0,0,0,0,1
5702,8598,6922,1491,2025-02-11 01:26:24+00:00,alt-pop,intentional,recommendation,148,0.8079,0,0,0,0,1,0
5703,15680,4687,155,2025-02-16 01:09:16+00:00,classical,intentional,library,128,0.7695,0,0,0,0,1,0
5704,1609,6999,1015,2025-02-07 06:50:03+00:00,dance,party,search,322,0.9573,0,0,0,0,1,0
5705,14552,3308,1810,2025-03-12 11:23:06+00:00,hip-hop,sleep,autoplay,135,0.846,0,0,0,0,0,1
5706,6571,3635,120,2025-06-14 11:57:57+00:00,alt-pop,focus,playlist,204,0.8579,0,0,0,0,0,1
5707,8459,5207,810,2025-02-02 05:15:26+00:00,alt-pop,autoplay,radio,161,0.707,0,1,0,1,0,1
5708,18612,6850,349,2025-03-17 10:15:20+00:00,electronic,shared_account,library,123,0.8962,1,0,0,1,1,1
5709,9645,1110,1196,2025-01-09 22:31:37+00:00,electronic,intentional,recommendation,277,0.6841,0,0,0,0,1,0
5710,1489,4255,639,2025-06-18 22:32:50+00:00,alt-pop,sleep,autoplay,179,0.7751,0,0,0,0,0,1
5711,9168,1660,960,2025-06-25 10:51:54+00:00,dance,party,recommendation,287,0.9301,0,0,0,0,0,0
5712,4810,4311,506,2025-06-02 16:06:56+00:00,classical,sleep,playlist,235,0.7656,0,1,0,0,0,1
5713,9495,1861,1721,2025-05-06 17:08:00+00:00,jazz,autoplay,recommendation,255,0.5087,0,0,0,0,0,1
5714,4356,6508,1856,2025-03-29 12:18:35+00:00,dance,workout,playlist,260,0.7979,0,0,0,0,0,0
5715,12861,1248,155,2025-04-19 09:47:19+00:00,jazz,intentional,radio,160,0.8426,0,0,0,1,1,0
5716,4702,2229,1486,2025-01-09 09:41:41+00:00,ambient,intentional,autoplay,215,0.7908,0,1,0,0,1,0
5717,9308,6063,1016,2025-02-27 17:17:59+00:00,alt-pop,shared_account,playlist,283,0.8136,0,0,0,0,0,1
5718,19093,204,899,2025-03-31 22:38:06+00:00,classical,autoplay,radio,169,0.9269,0,0,0,0,0,1
5719,12757,3177,1452,2025-04-21 14:11:48+00:00,dance,intentional,library,143,0.569,0,0,0,1,1,0
5720,14172,447,237,2025-01-28 23:16:46+00:00,classical,intentional,playlist,207,0.8544,0,1,1,0,1,0
5721,15447,928,1210,2025-04-10 16:50:20+00:00,jazz,party,autoplay,307,0.9279,0,0,0,0,0,0
5722,18396,6945,271,2025-01-11 13:37:51+00:00,hip-hop,intentional,search,187,0.6292,0,0,1,0,1,0
5723,17723,431,1149,2025-06-21 00:43:47+00:00,indie,intentional,autoplay,200,0.889,0,0,0,1,1,0
5724,17153,1153,1306,2025-05-04 08:23:20+00:00,ambient,autoplay,playlist,146,0.9471,0,1,0,0,0,1
5725,6822,5433,526,2025-04-07 14:44:15+00:00,classical,shared_account,library,272,0.9468,0,0,0,0,1,1
5726,12495,4247,1956,2025-01-23 06:18:49+00:00,electronic,autoplay,autoplay,190,0.9393,0,0,0,0,0,1
5727,16362,2667,731,2025-04-23 22:09:12+00:00,electronic,workout,library,155,0.565,0,0,0,0,1,0
5728,11197,990,1536,2025-01-12 16:43:51+00:00,dance,intentional,recommendation,141,0.7695,0,0,0,1,1,0
5729,2544,5724,1865,2025-04-07 22:25:48+00:00,classical,autoplay,recommendation,185,0.6659,0,1,0,0,0,1
5730,10182,2839,1334,2025-02-10 16:07:01+00:00,indie,intentional,playlist,162,0.5692,1,0,0,0,1,0
5731,4324,3096,555,2025-03-10 04:14:13+00:00,jazz,intentional,playlist,224,0.7941,0,0,0,0,1,0
5732,13791,99,734,2025-04-22 18:54:35+00:00,classical,autoplay,search,209,0.8731,0,0,0,0,1,1
5733,17193,4474,700,2025-01-04 16:32:17+00:00,indie,workout,autoplay,224,0.4399,0,0,0,0,0,0
5734,14037,7368,814,2025-01-12 19:18:09+00:00,dance,autoplay,library,197,0.7455,0,0,0,0,1,1
5735,11019,7100,223,2025-04-21 04:12:31+00:00,alt-pop,intentional,recommendation,140,0.5331,0,0,0,0,1,0
5736,11990,5619,1552,2025-06-24 17:24:44+00:00,indie,autoplay,recommendation,283,0.8409,0,0,0,0,0,1
5737,10771,5512,1575,2025-05-09 08:11:10+00:00,indie,sleep,search,235,0.7387,1,1,0,1,1,1
5738,8979,3420,1528,2025-05-23 20:42:03+00:00,alt-pop,workout,autoplay,158,0.8645,0,0,0,0,0,0
5739,4540,2560,128,2025-04-02 23:31:55+00:00,classical,autoplay,playlist,135,0.6927,0,1,0,0,0,1
5740,13508,4653,908,2025-02-01 21:06:29+00:00,alt-pop,focus,radio,317,0.907,0,0,0,0,0,1
5741,6991,6702,969,2025-05-05 03:30:08+00:00,classical,workout,library,313,0.5245,0,0,0,0,1,0
5742,3134,2163,1881,2025-06-21 12:11:20+00:00,jazz,workout,autoplay,159,0.6787,0,1,0,0,0,0
5743,16004,1948,1449,2025-01-23 23:50:12+00:00,indie,party,library,208,0.7051,0,0,0,0,1,0
5744,11031,1503,851,2025-06-28 11:06:15+00:00,ambient,autoplay,recommendation,242,0.7773,0,0,0,0,0,1
5745,10408,3900,283,2025-02-20 03:05:54+00:00,dance,workout,playlist,212,0.6934,0,1,0,0,0,0
5746,10386,3374,302,2025-05-11 22:26:02+00:00,classical,intentional,autoplay,295,0.32,0,0,0,0,1,0
5747,1556,6110,1053,2025-06-12 02:52:33+00:00,alt-pop,intentional,recommendation,241,0.8396,0,0,0,0,1,0
5748,10694,1557,953,2025-06-20 00:14:04+00:00,classical,autoplay,autoplay,175,0.9967,0,0,0,0,0,1
5749,10873,7043,879,2025-06-26 09:49:17+00:00,ambient,autoplay,radio,284,0.8828,0,0,0,0,0,1
5750,10217,2704,1176,2025-01-31 05:58:15+00:00,hip-hop,autoplay,playlist,303,0.5684,0,0,0,1,0,1
5751,141,4640,1211,2025-01-16 15:40:43+00:00,electronic,intentional,playlist,134,0.97,0,0,0,0,1,0
5752,15006,1752,1523,2025-02-26 11:48:03+00:00,classical,focus,playlist,298,0.742,0,1,0,0,0,1
5753,12282,329,862,2025-02-11 06:40:12+00:00,jazz,party,recommendation,267,0.9763,0,1,0,0,0,0
5754,15150,31,370,2025-06-04 22:23:07+00:00,jazz,party,library,312,0.7967,0,1,0,1,1,0
5755,10077,1553,1738,2025-05-13 11:56:59+00:00,jazz,intentional,playlist,311,0.5403,0,0,0,0,1,0
5756,6592,3646,54,2025-01-24 18:42:20+00:00,classical,sleep,autoplay,130,0.9239,0,1,0,0,0,1
5757,16664,4023,562,2025-02-08 03:21:49+00:00,jazz,intentional,playlist,212,0.6332,0,0,0,0,1,0
5758,7016,91,1779,2025-03-04 14:02:25+00:00,dance,focus,recommendation,135,0.9744,0,0,0,0,0,1
5759,9066,3160,1318,2025-06-07 04:59:21+00:00,dance,intentional,library,122,0.855,1,1,0,0,1,0
5760,330,2931,337,2025-01-17 08:01:20+00:00,jazz,intentional,search,312,0.9004,0,0,0,1,1,0
5761,3257,3488,213,2025-02-05 03:44:36+00:00,indie,intentional,radio,171,0.741,0,0,0,1,1,0
5762,2266,2350,686,2025-03-05 12:11:35+00:00,electronic,autoplay,playlist,132,0.9488,0,0,0,0,0,1
5763,8471,2587,1771,2025-06-13 11:49:57+00:00,electronic,party,recommendation,317,0.5336,0,0,0,0,0,0
5764,5247,141,1746,2025-03-24 23:36:04+00:00,hip-hop,autoplay,playlist,205,0.9394,0,1,0,0,0,1
5765,6650,1042,1702,2025-05-29 15:29:32+00:00,hip-hop,focus,library,144,0.8801,0,0,1,0,1,1
5766,15315,2258,704,2025-05-31 20:13:02+00:00,indie,focus,playlist,173,0.6118,0,0,0,0,0,1
5767,13660,424,1159,2025-02-14 23:16:31+00:00,indie,focus,playlist,122,0.9032,0,0,0,0,0,1
5768,15958,3153,774,2025-03-18 10:58:09+00:00,classical,sleep,radio,262,0.2555,0,0,0,0,0,1
5769,16318,3159,697,2025-04-11 03:53:29+00:00,hip-hop,focus,library,316,0.3403,0,0,0,0,1,1
